	distance	height	weight	role	hot	age	description	name	mate	online_state
882	2.41	180	65	1	256	26	"我不是你的一夜激情，
也不是你的隐形爱人。
你别想和我言情说爱，
除非你不怕疼痛伤害。
------《我是火》"	左手有疤	2	1
883	2.42	173	70	-1	41	30	寻大的，我的舌尖～	教师喜欢大的	2	1
884	2.42	175	60	-1	560	24	"爷不是供你挑选的商品 别一来就“你脸照、看看你…”相册里全是本人生活照! 看不见或看不懂的 咱也不需要再交流什么了…
找能在舒适堡一起健身的伙伴! 如果你貌帅 当然更好😍😅☺️
无照、假照勿扰!"	Emperor-Rocci	2	1
885	2.42	170	55	-1	177	26	"单身🐶的业余时间 努力健身💪🏻中……

回与不回  看心情 看眼缘😳😳

主动一点  也许我们会有故事哦😌😌

say hi不要问我照片！我丑🙈

偶尔来看看！找我➕🐧2621479520🙈"	深巷-sruey	2	0
886	2.42	172	55	0.5	168	29	上得厅堂下得厨房（我不洗碗），带得出门带得回家（给我买吃的）.	哩葛朗台		1
887	2.43	178	63	0.5	17	29	恋老，找忘年交，50以下的不做交流，谢谢了。	笔墨春秋		1
888	2.43	168	40	0	29	18	从此以后不面基	____他不懂	2	1
889	2.43	170	30	-1	41	20	本人只交朋友不约炮  约炮滴走开哈  有好远走好远	还魂门0	2	1
890	2.43	175	60	-1	17	21	"不会聊天经常冷场的单身汪
"	咼圥	2	1
891	2.44	170	47	-1	115	33	👬  wechat:julien000 	猪利安	1	1
892	2.44	176	60	1	448	23	无话可说	多年来的	1	1
893	2.44	171	87	0.5	146	25	交友，lol，本人阳光开朗易沟通	ryan王大白		1
894	2.44	178	67	-1	61	19	你是男的我也爱	好尼玛麻烦的名字	1	1
895	2.44	171	62	-1	6	23	聊个天都难，这里头……	始终如一丿	1	1
896	2.44	168	45	-1	70	22	大家认为是一聊天就见面还是闲聊一段时间再见面呢？	hottie123	2	1
897	2.44	180	73	-1	74	28	好好宠我，狠狠操我。	小规模荡气回肠	1	1
898	2.45	180	70	0.5	13	24	已婚，不出柜，每个人都有不一样的生活，而我选择这样，找同样的能聊的来的兄弟	无念无缘	1	1
899	2.45	165	50	0.5	1	26		回忆1234adccccccgjll		0
900	2.45	165	65	0.5	39	35	不想了！没有理解的付出是无价值的！	杨柳风轻扬	1	1
901	2.45	167	62	1	412	33	握紧我好吗，我不想亡......	上我却代	1	1
902	2.46	170	56	-1	0	19		七妹儿		1
903	2.46	174	59	0.5	12	28		YUIF	4	1
904	2.46	175	61	-1	31	27		有点喜欢你亖	1	1
905	2.46	171	62	-1	0	24	可惜没如果…	执著u	1	1
906	2.46	170	55	1	88	27		冬日的那一抹忧伤	1	1
907	2.46	220	30	-1	14	20		dhcggic	1	2
908	2.47	169	57	1	50	26	约人真难，唉	不再被欺骗	1	1
909	2.47	169	60	-1	4	41		我想过你	1	1
910	2.47	170	65	0	7	17	不约也莫得照片！！！	老娘是直男吼	1	1
911	2.47	171	73	-1	124	31	有打麻将的哥们给我打招呼哈，有奇迹健身的也可以一起哈！头像非本人哈	白月光已无心	1	2
912	2.48	166	56	0.5	14	25	你若盛开，清风自来。	遇见25		1
913	2.48	180	85	0	0	20		风叶wei		0
914	2.48	166	50	-1	92	31	"：بايراملىق ئ‍الاھىدە باھالىق ساياھەت لىنىيىلىرى :

4-ئ‍اينىڭ 30-كۈنى شەنبە توققۇستارا ياڭاق سايغا بىر كۈنلۈك ساياھەت باھاسى 120يۇەن ،بالىلار 100يۇەن (12ياشتىن تۈۋەن )

5-ئ‍اينىڭ 1-كۈنى سايرام كۆلى ، قورغاس ئ‍ىغىزى، ئ‍ۇستىقۇددۇس باغچىسىغا بىر كۈنلۈك ساياھەت"	WOAIDERENHOAIWODEREN	2	1
915	2.48	170	64	0.5	5	35		mootiger		1
916	2.49	172	60	0.5	12	26	喜欢四十岁以上的熊0，娘娘腔就算了！！	恋中年熊0	1	1
917	2.49	175	60	-1	188	21	先关注，再点赞，说不定下一个男人就是我哟，可以先试试(⊙o⊙)	找不到老公我不想活了	2	0
918	2.49	160	45	0	118	28	"寡亲情缘，命注孤煞，无所谛也！
                          2016-7-20,与浩结识，幸福！不约炮，聊基友！"	孤命2187	1	1
919	2.49	166	64	0.5	2	49		碧欧泉男士爽		1
920	2.49	165	65	0	13	21		追梦者----		1
921	2.49	180	55	-1	11	20	-	张力宇		1
922	2.49	172	65	1	15	34		a-z		2
923	2.49	170	55	1	168	27	不在！加微信tsdgh520	春王座	1	2
924	2.49	170	52	0	277	24	有男友，他很爱我，对他至死不渝。	词不达意lee	4	0
925	2.49	178	70	-1	128	26	不耍了拜拜	fvckgood		1
926	2.49	171	69	-1	215	44	纯属打望，请勿关注。	浩淼星空	1	1
927	2.49	172	67	0.5	417	34	照都没的，发销毁图的，就别打招呼啦，拜托	耗子82		1
928	2.5	171	54	0	90	21	"回忆如困兽，寂寞太久而渐渐温柔。

学识修养控。"	差不多只会说还好	2	1
929	2.5	176	60	0	246	17		Chris俨	2	1
930	2.5	170	57	-1	23	26		落月之殇	2	0
931	2.5	170	54	0	16	28		搞搞搞搞基		1
932	2.5	167	44	0	8	19	halo，初来乍到请多关照	WANG允儿	2	1
933	2.5	179	63	-1	46	23	真心找老婆	六置一间	2	0
934	2.5	172	86	0.5	210	51		中年川外	4	1
935	2.5	168	55	0	62	19	家有霸道总裁	CCCC罗	4	2
936	2.5	178	60	0.5	614	21	 n	Blueco石头		1
937	2.5	171	55	-1	126	21	不差。约我打球。羽毛球，网球。	ofcoursekidding		1
938	2.5	160	68	1	307	38	喜欢胖熊不约只是看看	xx寻	1	1
939	2.51	170	57	-1	86	26		分子还是分母	1	1
940	2.51	175	68	0.5	401	31	找BF！找BF！找BF！天赐我一个BF，天哪孤单寂寞死了，度日如年。	爱恋丁	2	1
941	2.51	169	60	0	268	28	为什么没人要娶我.我要bf	LiuFei	1	1
942	2.52	165	60	0.5	12	22	不在乎天长地久，只在乎曾经拥有	波仔就是我	2	1
943	2.52	170	60	1	20	22	"交   朋   友
大叔勿扰 同龄最好
微信:yyym7788
 有点小癖好"	幽幽一梦	1	0
944	2.52	173	65	1	59	35		地大物博君		1
945	2.52	170	65	-1	262	26	是谁╮ 浮了我流年	--琨--	1	2
946	2.52	170	54	0	415	24	"痘痘   张靓颖  处女座   日本语    旅～游   跑～步   佛学     导游  小洁癖

😯😯😯这个城市的风很大，孤独的人总是晚回家。

你那么成熟懂事，是不是因为心疼你的人很少？"	我与世界只差一个你0912	1	2
947	2.52	170	66	0.5	37	22	寻找一份干净的爱情！	魅dr	2	2
948	2.53	174	60	-1	240	27	学会经营爱情，这门学问好深奥，努力学习哦。。。。	麟天	4	1
949	2.53	178	58	1	28	22	直接说你的目的，别墨迹	名称都存在了	1	1
950	2.53	171	51	1	62	24	与你目光相接，是不是就是缘。	在那一刻想到的人是你	1	1
951	2.53	170	60	0.5	30	30		梅川内酷西	2	1
952	2.53	176	72	0	34	19	机关算尽太聪明，	林砚青	2	1
953	2.53	179	65	1	2	21		种蘑菇的提莫君		0
954	2.53	173	52	0	46	18		RedTail	1	1
955	2.53	170	46	0	143	18	满身伤痕累累也来不及痛。	小鹿君c	2	1
956	2.53	173	75	0.5	43	29	家有一老，就是一宝。所以，非老头不聊，不浪费彼此时间。	牛牛的牛牛很牛	4	2
957	2.53	174	64	1	76	25		南宫梓豪		1
958	2.53	174	66	1	203	31	交朋友和找闺蜜的找我聊天	住在手机里的朋友	1	1
959	2.53	175	56	0	283	21	"愿我以为的你以为是你以为的我以为

不约🚫"	六便士的月亮	1	1
960	2.53	170	65	0	3	22		城与碟	1	1
961	2.54	172	63	1	433	28	不在乎天长地久，只在乎曾经拥有	仰望你		1
962	2.54	171	62	0.5	134	26		男爱奇奇		1
963	2.54	172	62	0.5	75	29	本人爱好旅游，对天文地理，历史，政治，法律，经济，皆感兴趣！还精通股票，金银器，古董和钱币。妇科，产科，科科在行。喜欢恋旧，愿结交25岁以上的身材匀称的做长期的朋友兄弟！愿做你长期的贴身顾问！	逗你笑一个	1	1
964	2.54	175	71	1	66	40	黑亮皮鞋黑袜子，中年大哥着正装！坦诚交友约真诚，有缘朋友情谊长！在线少，请留言	正装大哥有魅力	1	2
965	2.54	170	52	-1	129	23		时尚百搭		1
966	2.54	170	57	-1	4	26	自在如风	追风筝的人12	1	2
967	2.54	175	61	0.5	226	26	也许你我有缘～	腹黑ONE	2	1
968	2.55	163	55	-1	0	20		刚吧dei		2
969	2.55	162	68	1	109	38	喜欢胖子聊天请带头像不约只是看看	海海水水		1
970	2.55	176	65	1	32	28	都说不主动的人看重感情，是这样的么……已经到了私定终身的年纪，希望遇到有缘人相约到老……	等待雁归	2	1
971	2.55	170	63	1	432	28	"不找……两个彼此等待的人便是最养眼的风景…………过了恋爱的撕心裂肺只求平平淡淡生活....

何必管一片海
有多澎湃

何必管那山岗
它高在什么地方

只愿这颗跳动不停的心
永远慈爱

好让这世间冰冷的胸膛
如盛开的暖阳

旅人等在那里
虔诚仰望着云开

咏唱回荡那里
伴着寂寞的旅程

心中这一只鹰
在哪里翱翔

心中这一朵花
它开在那片草原

旅人等在那里
虔诚仰望着云开

咏唱回荡那里
伴着寂寞的旅程

我就停在这里
跋山涉水后等待

我永远在这里
涌着爱面朝沧海"	晨曦轩辕	2	1
972	2.55	176	60	1	235	28	喜欢交朋友的加扣扣1976033511	姜玉阳	1	1
973	2.55	172	65	1	386	33	妖孽，吃我一棒。	周末E情人	1	1
974	2.55	178	63	-1	88	24		飘彡	1	1
975	2.55	173	67	-1	689	18	"wechat:wjl313615241
预备大学狗
不常上哦"	推车吗	2	1
976	2.56	179	63	0	11	20	关注我再说话，谢谢啦，么么哒！	142	3	1
977	2.56	175	54	1	72	19		友癮	2	1
978	2.56	180	68	0.5	311	22	不要和我说话 谢谢💪🏾	不要和我说话谢谢	2	1
979	2.56	181	63	1	438	19		癮	1	1
980	2.56	170	60	-1	17	22	"有点想耍朋友了！！

照片＝＝＝遭骗"	窜天猴丿	2	2
981	2.56	170	72	0.5	273	27	一百天自我虐待计划  不成功便自挂东南枝......	无言的旁白	1	1
982	2.56	172	85	-1	18	20	我明白你会来，所以我等。	Shane_W	2	1
983	2.56	170	64	-1	19	26		i苍生	1	1
984	2.57	168	60	0.5	5	47	有空就逛逛	图书馆小子	3	1
985	2.57	170	70	-1	50	36		霸占你爹就是你娘	2	1
986	2.57	177	65	0.5	18	32	我就是想找份工作，找个真心交往的朋友。	真心交往1314	1	1
987	2.57	170	65	0.5	13	20		悉子		1
988	2.57	172	80	0	12	27	你用心爱我，我用身还你！	Huangone	1	0
989	2.57	173	62	-1	0	20		oeiut		1
990	2.57	173	57	1	674	31		louis1		1
991	2.57	175	56	-1	1926	22	"对眼了就给个关注.
名媛勿扰.....我只想安静混日子、"	我在厦门大桥吃着炸鸡	1	1
992	2.57	175	63	-1	8	22		偲丶偲	2	0
993	2.58	180	65	-1	14	22	"不约谢谢！
叫约的免不了一顿嘲讽再被拉黑名单！
LOL祖安可约……
本人称不上帅但也不能说丑。喜欢认识朋友。
未成年人就不要来打招呼了，26以上的也别来打招呼了，本人对大叔无感，有代沟！
我对身高有要求，170以下的恕我真的无法接受……
聊天请带照，我们可以互换，假的就别来了！"	只是不能用力爱一个人		1
994	2.58	171	58	0.5	124	26		泥奏	1	0
995	2.58	170	65	-1	41	30	love is so nice～	带小猫爬树	2	1
996	2.58	172	60	-1	16	21		得不到的永远都在骚	1	0
997	2.58	168	66	0.5	46	41	"我是大叔有喜欢的吗
"	没明白	1	1
998	2.58	175	56	-1	189	20	"😘头像是本人

😜来的人可否关注我一下！

😇求个人气！谢谢！

WeChat：wyc11298        微信可添加，欢迎各位骚扰！"	wen泽熙	2	1
999	2.58	165	52	-1	9	20	真的艾滋蓝上没得朋友，一切都是套路	有本事你来撩	1	1
1000	2.58	170	65	-1	1	20	藏传佛教弟子  文艺  	逗比中的二逼	1	1
1001	2.59	173	85	-1	212	26	"以上照片均本人
喜熊切圆脸"	熊晓漾	2	1
1002	2.59	170	58	1	111	28		飘s渺	1	1
1003	2.59	172	54	1	10	25		2536281302	1	1
1004	2.59	177	60	1	25	20	"我喜欢你
你却不知道"	Zh-OuChOug	4	1
1005	2.6	170	56	0	28	17	我要自由，我不要你	Troyesv	1	1
1006	2.6	170	55	0.5	145	23		hzytfgvc		2
1007	2.6	170	52	-1	105	18	单身狗(●´ϖ`●)，喜欢我的话，记得关注我哟(ฅ>ω<*ฅ)	我要当学霸i	2	1
1008	2.6	173	65	-1	0	20		是否还记得4242		0
1009	2.6	177	60	-1	1	19		-Everglow-	1	2
1010	2.6	170	61	-1	7	22		百奇李子	1	1
1011	2.6	171	69	-1	216	21		天蝎座标配	2	1
1012	2.6	179	60	0.5	0	20		hello天隆		1
1013	2.61	172	55	0	59	22	不约炮，别问我在哪里	hahbanana		1
1014	2.61	173	67	0.5	21	22		好爱不会再累了	2	1
1015	2.61	170	55	-1	528	25	有些事，有些人，都不是自己想象的那么美好，也许爱一个人只要一秒的时间，想要忘记一个人却要很长很长的时间，甚至有可能要有一生的时间去忘记……	得不到的就永远就不要去想他		1
1016	2.61	173	65	-1	8	23		骑到蜗牛去旅行	1	0
1017	2.61	170	53	-1	210	21	"你好陌生人。😏
26以上勿扰。😂
不约。😝"	Bel-Ami	2	1
1018	2.61	168	49	0	574	20	期待遇见	嚷	1	1
1019	2.61	170	50	0	131	21	一生平安	三月惊蛰	2	1
1020	2.61	170	54	1	4	23		1993ZJ	1	1
1021	2.61	169	58	1	188	29	我爱的人不爱我	有情换回无情的伤	1	1
1022	2.62	165	49	0	73	25		盛夏的記憶	1	0
1023	2.62	172	60	0	46	22		庄文章		1
1024	2.62	170	53	-1	68	21	Let it be.	多吃藤藤菜才聪明	2	1
1025	2.62	176	56	-1	686	20	"生活   陪伴   求男友（非真爱勿扰  可以彼此照顾 理解   兴趣爱好至少有那么一点相同  ）
抽烟  喝酒  约咖啡
四区  白金  求撸友
2元  5元     找麻友
篮球  跑步  来 K歌
美食  游泳    去电影
看书    游乐    求基友
  已经不是以前那个小孩子了 所以别任性
1和0那个东西都是男人分与不分不重要
只谈恋爱不耍朋友，若你懂可主动
微信 and 企鹅  1054221371
不约炮是我为找到对的你唯一能做的

"	暂且寂寞	1	1
1026	2.63	173	57	0.5	52	21	我其实不高冷啊	湾湾湾弯弯	1	2
1027	2.63	171	60	0	98	30		千陌客	1	2
1028	2.63	170	52	-1	76	21	。	初恋这件小事情	1	1
1029	2.63	172	54	-1	3	19	"Piers Morgan
Amanda Holde
Simon Cowell
Amanda Holden
Alesha Dixon
David Walliams"	靠垫	4	1
1030	2.63	177	63	-1	182	18	照片都是本人	ElephantSlide	2	1
1031	2.63	171	57	-1	234	27	"喜身高 身材
头像是我喜欢的
 本人在相册 ，下20"	咬不开天不了	1	1
1032	2.64	170	65	0	14	17	爱做提线，宁为木偶。	杜浩轩	1	2
1033	2.64	162	55	0.5	62	23	身未动、心已远	岛乐		1
1034	2.64	168	61	0.5	53	40	喜欢你总要有一个理由	听自己的心做自己	2	1
1035	2.64	171	59	-1	210	30		l傑l		1
1036	2.64	170	65	1	120	37	喜中老年，年轻的、瘦的和MB勿扰。谢谢！	两重天123	1	1
1037	2.65	175	68	0.5	2	25	Hello	罗伯特萝卜头	2	2
1038	2.65	170	55	1	164	23	！！！！！	IWANTYOU		1
1039	2.65	174	70	0	17	23	有你足够了	那可就真不好了		1
1040	2.65	170	54	0.5	58	31	单间出租，，有意者请联系我，红光(缤纷年华)1***********	小男qqq	1	0
1041	2.65	173	58	1	1210	26	最好的年纪不要辜负最美的自己！💪💪	多余的解释g	2	1
1042	2.65	172	55	0.5	11	24	413365498qq	三每三州	2	1
1043	2.66	170	56	-1	96	26	无可奈何花落去，奈何桥上孟婆汤。奈何奈何。	未迷未变	1	1
1044	2.66	172	59	-1	19	28	如果很喜欢很喜欢一个人，那么，保持一个朋友的距离就够了，这样可以一辈子。千万不要奢望靠近，人一旦有了贪欲，就注定要失去。	自了09		1
1045	2.66	170	58	0.5	12	19	"“呐，阿青。你说你会不会遇上很喜欢很喜欢的人啊？”
“可是我已经有男朋友了诶……”

大概就是这样吧。不约。要照片请先发自己照片。"	柳青枝	2	1
1046	2.66	182	72	-1	56	20	聊天。	YouthWii	2	2
1047	2.66	170	59	0	288	30	每天起早贪黑的节奏。	等待中的你我	1	2
1048	2.66	175	64	1	130	27	微信:ys5775	沂勋	1	1
1049	2.66	170	58	0.5	1	27		柠檬叶儿青		0
1050	2.66	175	63	0	125	21	又到了万物躁动，双目含春，欲壑难填的季节😂😂，求放过	人在作淋在看	1	1
1051	2.67	180	63	-1	54	20	Hello it's me	Mr-Fan-		1
1052	2.67	165	47	0	125	21	我心疼你，疼到忽略自己	潇湘芸雨	2	1
1053	2.67	176	65	-1	72	23		踏空王		0
1054	2.67	175	63	-1	2	22	学长大多不是什么好人，包括我	頔頔頔頔	1	0
1055	2.68	170	65	-1	11	34	我裁合欢被，上绣双鸳鸯；未共美人寝，为君留异香。情深梦亦艳，夜雨赴高唐； 想我意中人，只在水一方。	阳光下的微尘		1
1056	2.69	174	75	0.5	14	22		我一生一世爱着你		1
1057	2.69	175	65	1	0	31	来吧，想干嘛只说，都可以	大唧悦零		0
1058	2.69	164	104	-1	27	26		iiii爱你爱不完	1	1
1059	2.7	182	67	-1	296	27		卡卡1988		1
1060	2.7	178	65	-1	66	23	你在软件上那么裤，尼玛晓得不。	未来会有你	1	1
1061	2.7	178	64	1	260	23	外面的男人器很大，活很好；当你觉得外面的男人不爱你，我依然会在这里等着你！	青春给了基	1	1
1062	2.7	181	70	1	173	34	"现在的小孩真是清高得很
没照片的拿去爬别来聊"	ddsg	0	1
1063	2.7	170	55	0.5	31	19	大叔勿扰，谢谢。三十就算大叔了哈😊。	我的塔姆男神	1	1
1064	2.7	170	65	0.5	39	26	我的爱分两半。所以我专注不困于心，不乱于情。你懂我们就是朋友	志意	1	1
1065	2.7	170	58	1	612	22	跑步！电影！游泳！啪啪啪！快来约我吧！     微信805869114，安全！健康！真诚！	现在月		1
1066	2.7	172	60	1	186	26		那晚夜空	1	1
1067	2.7	168	80	0	226	32	"原来世上最远的距离，就是结局和我的期许。
给我再去相信的勇气，就当命运给我个惊喜。"	花海丶浮灯	2	1
1068	2.7	172	54	0	216	22	"君生我未生，我生君已老！
君恨我生迟，我恨君生早！
顺带补充下，不约~约的请自动绕道！"	冫水辰	2	1
