	distance	height	weight	role	hot	age	description	name	online_state
812	1.21	172	70	1	71	41		多目	0
813	1.21	177	70	1	116	43	茫茫人海，寻觅心的归宿。	催化	1
814	1.21	170	57	1	42	28	哈哈	你要的我都没有ss	1
815	1.21	182	76	0	439	32		蓝鲸LJ	1
816	1.21	177	60	-1	106	18		度忆	1
817	1.21	170	46	-1	242	22		妖师莫舞	1
818	1.21	174	70	0	192	21	"简历:尹氏狗皮膏药。粘人一百年→_→。。。爱吃辣条【嗯。我就是这么low】。平民+贫民。大众脸经常被人说像谁谁谁。→_→【嗯。我们是失散多年的不可告人的关系】。有啥说啥的深井病一个，经常性在人群中笑的很嗨的污妖王一只。【就是一个话唠，话说如果两个人或者跟朋友，大家都不说话都低头玩手机，那为啥要一起出来呢→_→】。患有疾病:经常性神经兮兮。过敏性脑洞爆发。突发性胡思乱想。
应聘岗位:煮夫【开玩笑】。顺便找工作→_→"	我比刀山还难上	1
819	1.22	178	52	-1	17	21		蘑菇jun	0
820	1.22	177	60	0	2	19	枯藤老树昏鸦，小桥流水人家。古道西风瘦马，如果你长得好看，就快点约我吧╮(╯▽╰)╭	葡萄酒11	1
821	1.22	175	65	0.5	31	22	忘记。	葡萄酒10	2
822	1.22	175	63	-1	688	33	没照片，销毁照片，头像非本人的不要说话。	doltish	1
823	1.22	170	65	1	14	26	请不要找我要照片！因为我没有照片！	木有该名字	1
824	1.22	175	68	0.5	130	36	找个好哥们，一起打球，爬山，聊生活！（不约炮，请自重！）	朴墅	1
825	1.22	178	55	1	274	21	我的他你在那:默默的等候。虽然不能给你富有的生活最起码可以给你温暖与关怀。	春去冬有来	1
826	1.22	170	76	0.5	15	36	一直在你身边！	要去那里	1
827	1.22	173	62	0	14	25	我是个不10的傻逼，只是想一心一意对一个人好，难道性比爱重要吗？	触摸不到的爱人	1
828	1.22	174	60	0	174	28	既然上了Blued，要么坦诚交友聊天，要么趁早滚出去，别TMD装逼，装高冷！省得碍眼！最讨厌那些明明注册了这个软件，总说自己不找这不找那，难道你是找存在感呢？只能送这些人四个字:装B可耻！本人真心交友，说话比较直，敬请谅解！（你可以不必很帅，但必须是阳刚纯爷们！）	魅力自我	1
829	1.22	168	53	0	79	27	最长情的告白就是生活的陪伴，简单点，说话的方式简单点	大鱼海棠Fabulous	1
830	1.22	176	60	-1	19	30		职璇	2
831	1.22	178	68	-1	81	28		向左向右之间	1
832	1.22	178	66	-1	239	30	结交网球，羽毛球球友，以及能教我游泳的朋友。单身中。	智布德	2
833	1.22	174	50	0	615	24	"
無人信髙潔，誰爲表予心！

鴈過留影，人過留名，打招乎只是出於禮貌，以示來過而已，還請不要自作多情～～～

此情可待，一期一會 ……"	季諾如	1
834	1.22	175	80	-1	70	42	只喜欢50岁以上的老者，特别是面相和善者及光头伯，哈哈！年轻的别关注、别打招呼；觉得不合适、不喜欢的就不给回复了，谢谢!	最爱老古董	1
835	1.23	170	55	-1	258	21	"分享一个▹长不大的大男孩👦🏻
    
            ——林深处遇鹿，海蓝时见鲸，梦醒时见你。

先关注   在聊天"	张左雨-	1
836	1.23	177	64	-1	40	22	那些骗人的家伙！！太可恶了！	可怕的昵称	1
837	1.23	173	65	1	61	30		勃大茎深精致	1
838	1.23	170	60	-1	278	22		我爱的人在心里	1
839	1.23	178	80	1	381	30	本人肌肉男，喜欢壮的！听一首战前女郎的Need you now！像大家推荐两首歌All for love！和When you got a good thing！加上上面的3首了！有没有人看过Ciao你好，再见这部同志电影？我们都在寻找那种爱别人同时也被爱的感觉，这种并不是简单的约个人做场爱就能得到的！他会让你魂牵梦绕，恍若天堂！我们都是自相矛盾的人，失去了太多的相信！同志对于我来说，我至今都没有找到答案！我不约炮，请尊重我，同时也尊重你！我们都是生活在这样一个身不由己的社会，我们需要隐藏！	雪山上跑步	1
840	1.25	175	65	0.5	136	30	"头像本人，无照勿扰.
爱跑步，爱运动，有约一起运动的么"	哇咔咔呀呀	1
841	1.26	179	67	-1	101	26	，	E-Leeeeee	0
842	1.26	178	65	1	205	24	命里有时终须有，命里无时莫强求。	天越--bieyang	1
843	1.26	174	67	1	5	29	"真诚寻觅
真情陪伴
真挚友爱
无心咫尺远
有意天涯近
你愿意嫁  我就敢娶
真情着来  不良目的
      
           滚粗"	暮城烟雨	1
844	1.26	173	68	0	131	31	            	Williammike	0
845	1.26	180	80	0	56	26	肉壮爷们0	霍尔顿的守望	1
846	1.26	175	60	1	7	22		心脈	2
847	1.26	175	60	-1	933	28	" 头像本人
只找bf 非诚勿扰！
不约不约不约"	布鲁克纳	1
848	1.26	177	62	0.5	147	22		truth1234	1
849	1.26	175	66	-1	132	29		不只你是	1
850	1.26	176	80	0.5	28	36		中核钛白	1
851	1.26	173	61	-1	35	28		ruori	1
852	1.26	179	67	-1	133	26		清请情青	1
853	1.26	178	68	0.5	4	24		茫然以对	1
854	1.26	175	65	0.5	17	32		大空调机	1
855	1.26	175	65	-1	0	25	喜欢爽快的人	你是谁的谁1100	0
856	1.26	187	75	0	139	23	无论找什么，和我都请从朋友开始。	鲨咖剌喀	1
857	1.27	175	60	0.5	77	18	在这个吵闹的世界里，什么时候可以遇到对的你	笨蛋权少	0
858	1.27	180	65	0	331	25	"看似淡淡的转身  其实是旁人看不懂的情深

不约。别问了。

卸载了。"	不不不不了	0
859	1.27	173	68	0	278	34	已婚！结交聊得来的朋友！喜欢旅游的感觉！要看照片的先发自己的！别扯什么合适就回，真以为自己是谁！骗照片有意思吗？不买基金，理财，期货，原油什么的，各位就不用给我推销了！	健佑	1
860	1.27	176	67	-1	227	35		雨中感叹	1
861	1.27	177	55	0	360	23	"喜爱：动漫(只看自己喜欢的动漫话说中国动漫在崛起)
 萌萌哒，不喜欢自大的人，觉得能聊的来就聊，聊不来就拉黑
╮(￣⊿￣"")╭凡人怎么会懂我们的想法
如果我不好那你来骂我啊！反正我也不会理你"	请叫我狐妖大人	1
862	1.28	165	47	-1	2	23		等迩回頭	1
863	1.28	175	60	-1	68	22	你的梦想是什么？	文才俊	0
864	1.28	175	70	0.5	45	26		MDLZF	1
865	1.28	176	58	-1	2890	23	拍照不会笑😕。在西安的最后一个月，，😮	总感觉有人想睡我	1
866	1.28	170	58	1	68	34	一个人的寂寞，两个人的错。不帅，谨慎勾搭	戏里戏外说不清	1
867	1.28	175	50	0.5	56	20	找我就加我微信445004250，不交朋友，瞎聊的去找别人。	至死不渝000	1
868	1.28	169	50	0	113	27	当夕阳西下的时候，我们背靠背坐在床边，互相给对方将我们那个年代的童年可好！	没心没肺_1989	1
869	1.28	178	70	1	107	45	更无物与伍，只与影可双！	千里挑	1
870	1.28	178	62	-1	653	28	少点套路，多一点真诚	熙晨	1
871	1.28	171	62	0	54	32	Who knows the color of the wind?Just looking for someone not only deep inside my body but also deep inside my soul.	夜色puzzle	1
872	1.29	174	66	-1	68	35	不谈感情	皮尔特沃夫唐吉可德	1
873	1.29	178	60	1	858	23	我怕墨迹	轻点丶	1
874	1.29	171	65	1	69	31		阑珊处	1
875	1.31	175	64	1	23	26	"半糖主义
身材或脸蛋 至少让我看到你的一样再打招呼 谢谢"	爱会回来	1
876	1.31	172	65	1	11	27	你的年龄.颜值及素质，对我来说很重要。	叔叔和你有	1
877	1.31	173	64	0	3	22	曲径通幽--南橘北枳，朋友们联系注：能不发照片吗	w举杯邀明月对影成	1
878	1.31	173	61	0	31	23	"
随缘，for LTR。广结良友。

我不混圈子，不恋足，不419。
喜欢电影，网球，美剧，咖啡。
思想成熟但不世故，偶尔现实但不麻木。
最常出没于北京，间中广州、香港。

希望你健康，真诚，善良，有趣。
年龄身高体重与资料不符的，请说明。
Welcome to chat or meet-up.
Well-educated, decent & patient, please."	ty斤	1
879	1.31	183	68	0.5	94	22	一只安静的美男子	刘伟峰	1
880	1.31	174	58	0.5	7	27	找个长久的朋友，我来了，你在那？	比特特	1
881	1.31	178	68	1	37	21	微信sh1992020406	90後的天空A	1
882	1.31	172	60	1	164	25	聊天发照片，本人本人外协！	岐行h	1
883	1.31	178	70	1	9	21		床睡过的男人	1
884	1.31	170	60	-1	14	27	"成都人

天津工作 

航企屌丝

周末北上广

大假在成都 or somewhere

自带绿茶属性

天生嘴贱又心软

彻头彻尾的傲娇逼

完全不适合谈恋爱哈

勾搭请谨慎"	bjp	1
885	1.31	165	70	-1	236	46	不是胖子，就不要关注了！我喜欢中年胖子。1和技师勿扰！要照片的先发自己的	为胖而来	2
886	1.31	166	74	1	42	30	头像本人！	7舞	1
887	1.31	162	48	0	9	25	"其实自己害怕被欺骗，害怕孤独 ，害怕寂寞。一旦有什么，我会封闭自己 完全和你断开。只有对自己狠，才不会被伤的越来越深。
所以请不要骗我好嘛 ，其实，我要的很简单，对我好 不要骗我就好了。"	什么都不懂我	1
888	1.31	175	63	0	30	25	希望有个真心的人好好爱我！	两极	1
889	1.31	170	50	1	12	25	来了就加个关注吧，QQ1732839094，对瘦得完全没有抵抗力。😂	m小丶u	1
890	1.32	188	88	0	3	25	交友～找伴我喜歡是你	ouuuull	1
891	1.32	183	74	-1	33	25		EnzExm	2
892	1.32	180	68	0.5	1031	34		高涵360	1
893	1.32	180	53	0	33	18	     	vianken	1
894	1.32	176	61	0.5	10	21		mjxgwgwg	1
895	1.32	173	54	1	255	21		柠檬爸爸	0
896	1.32	178	69	0.5	18	25	弯曲背谬的世道看到的是不公，冷漠，谎言，邪恶。让我们用心底深一处的爱抚慰那一个个受伤的灵魂。	对世道我是愤青FQ	2
897	1.32	170	60	-1	6	25	"我的私人钢琴音乐工作室开张啦，欢迎想学钢琴的基友前来咨询！[注]我就只是打望~╮(￣▽￣"")╭ 个人原创音乐请至虾米网搜索“午郎”不是“牛郎”，真相也在里面哦~丑男一枚~且不是单身，不找男人谢谢。我关注你了只是因为推广钢琴教学，当然同时也是因为你很帅啦！"	然而我觉得你们这些城里人很适合学学钢琴J	1
898	1.32	173	58	1	53	22	大强1	黑色带刺玫瑰	0
899	1.32	170	78	1	17	31	只要中年微胖熊，看好了聊天	如果有你1314h	1
900	1.32	175	65	1	41	22	真诚，理解，包容。娘的胖的龌龊的勿扰。谢谢！	4784k	1
901	1.32	170	60	0.5	2	27	有啥只说，最讨厌zuo，真诚、真实	asahero	1
902	1.32	121	30	0	0	20		aaachdhvah	0
903	1.32	167	62	0	772	28	喝茶，打羽毛球，看书，养宠我的爱好，不喜欢大叔超过32岁或是没头像的就都别打招呼了，我是腹肌控，身高控，喜欢身材瘦高或是健身达人有安全感。性格有时会比较急所以最好是个有耐心的暖男。	仙勇英	1
904	1.32	170	62	0	36	27	找一起交流健身，户外旅游，音乐，美剧志同道合的朋友！	想见不能	1
905	1.32	173	76	0.5	95	22		可达熊	1
906	1.32	175	65	1	103	27	"       照片为本人，想结交开朗外向喜欢运动；不胖不黑不母；彼此都有好感；能聊得来的你成为朋友！
       从不为走上了这条路而悔恨，只因为找不到同行人而郁闷！
        这个软件不常上，请加微信：475432697交友聊天！"	都是炮沫先生	1
907	1.32	177	61	0	30	29	只有让自己变得优秀，才有选择别人的权利。	手猪九戒	1
908	1.32	184	68	0	35	21	照片本人，谢谢关注，本人单身，外貌协会的，一直在找男友，一直在找，在找……	whoknowss	1
909	1.32	170	66	-1	25	30	"真诚交友，有你的真诚胜过一切！
喜欢白胖大叔，同如父子关系。本人工作，钢结构工程！"	andreas87	1
910	1.34	175	67	0	472	30	我们可以做个好朋友，可以一起喝酒，吃饭！看电影，一个人好无聊呀1668754079可以加我的微信	Oliog	1
911	1.34	172	53	-1	24	20	来了就关注一下呗	嘉诚欧巴	1
912	1.34	174	80	0.5	11	39	有个人说说中年的话，彼此放开，很好	Jjlwa	1
913	1.34	179	88	1	239	29		Vincent鲲	1
914	1.34	183	65	-1	27	20	找个真心喜欢我的人	飞奔而去	1
915	1.34	178	65	-1	88	39	真心交友，，远的勿扰）	缘分_机遇	1
916	1.34	170	50	0	992	23	"人生有八苦：生，老，病，死，爱别离，怨长久，求不得，放不下。

"	浮生语歇	1
917	1.34	172	55	0	124	24	我的人和我的心在这方寸之间流浪，却又不想走出去！	取名叫相忘	1
918	1.34	178	70	0.5	1207	49	唐都医院眼科主任。喜欢余少群一样的正太。	严宏	1
919	1.34	176	67	-1	381	24	动岚健身	Blman	1
920	1.34	180	80	1	218	29	宁缺毋滥，是我的底线。我已接婚并且已有一个可爱的小宝宝。交友只为能遇到，志趣相同、品性相进能成为一辈子的知心朋友……	北国飘雪	1
921	1.34	182	77	1	9	31		天边k	1
922	1.35	180	75	0.5	16	32	擦肩是缘，回眸是情，情虽难得，却终会有，相信总会有更好的对的人在等着你！	黑夜里的灯	1
923	1.35	170	65	0	23	26		我是传奇2016	1
924	1.35	174	64	1	28	52		weily	1
925	1.35	177	75	1	127	29	没有关系我们只是朋友所以不会分开	他-她	1
926	1.36	173	73	-1	92	24	谁有没用的交通发票送我啊，加油、停车、过路都可以🙏🙏🙏	再见嗷大喵	1
927	1.36	180	65	0.5	9	20	现实生活中要找个合适的人好难，随便逛逛吧	赵然安	1
928	1.36	175	65	1	13	25	或许可以爱很多个人， 但只有一个人会让你笑的最灿烂， 哭的最伤心。	陌上花开-可缓缓归矣	1
929	1.36	175	65	-1	5	24	用心	choosebf	2
930	1.36	168	56	-1	33	22		-LEVIATHAN-	1
931	1.36	178	65	1	97	43	跨过不惑之年才知道，该明白的都已明白，没有明白的不想明白了，一个男人最美好的就是成熟，中年是男人的黄金年！	兵兵的泡泡	1
932	1.36	181	78	0.5	59	30	vx：ai-huzi	狠狠吸入的激情	1
933	1.36	180	65	-1	114	24	有人总会让你明白 你并非麻木 从他经过你的生命开始，你的生命就只剩下他的trace,每个行尸走肉似乎都附着他的soul，这 ，是灵魂的围城！对 我是腐女 另天蝎座请无视我 天蝎请无视	奔跑吧hook-up君	1
934	1.36	172	70	1	29	31		宝宝的最爱	1
935	1.36	179	61	-1	139	22		LordLeo	0
936	1.36	170	64	1	49	26	不约炮谢谢，喜欢年龄大点的	万能的骚年	1
937	1.36	177	63	-1	471	22	"天下之大，终有弱水替沧海。

你想得到，就必须付出，不仅如此，你还要坚持，如果觉得很慢，那就放弃，但放弃了，就不要抱怨。人生很公平，就是如此。

就目前而言，年纪相仿的，没感觉。所以，不给机会，也不回复。

以后的路，我要慢一点走，再也不能横冲直撞了。

因为我必须要明白，我只剩下了我自己。"	杨子川	1
938	1.36	177	63	1	101	25		水晶比比	1
939	1.37	175	62	-1	35	20	喜欢过一个文静的大男生	ZanyarLeo	1
940	1.37	175	55	-1	300	25	最烦就是问东问西.直接了当点不好么	少爷子浩	2
941	1.37	175	65	1	229	23	爱喝茶 爱摄影 照片本人	dirtman	1
942	1.37	179	78	0	6	23		带着微笑面对	1
943	1.37	180	65	1	168	28	￼😈😈😈😈😈，亲们，聊天什么的没问题，约炮的什么的就免了哦。	爱在东元后	1
944	1.37	175	65	0.5	30	27		Haonaner101	2
945	1.38	175	65	-1	388	28	喜欢爷们的，不要没聊几句就要照片，对不起，没照！	me2018	1
946	1.38	170	47	1	785	26		伍乄	1
947	1.39	175	72	0.5	27	21	学生党，出国党一枚，本人很和善，喜欢交朋友聊天（但是真的朋友不是炮友）~不约，不约，坚决不约~请卖东西的，约x的绕道而行~很少上软件，打招呼没有及时回，谅解一下	彩虹下的麦田	1
948	1.39	180	75	0.5	44	24	"我叫粗儿   本人就这一个号  找固定伴侣,和我约的必须接受测血…

1,大宝sod蜜瓶粗度  gay圈太现实,写明那玩意大小只为增加交友筹码 本人不乱约 艾滋太多了

2,只找固定伴侣 约累了 性只是两个人交往的一部分 现在更注重情感  艾滋太多 必须接受测血

3,吸毒  装逼 性格奇葩勿扰

微信：w92429"	西安第2粗	1
949	1.39	175	60	0.5	99	27	这把年纪了也不期待爱情了，不约，不见。有心的话互相聊聊，感受对方的生活。	TBS随便看看的	1
950	1.39	173	60	0.5	131	22		ytwda	1
951	1.39	170	60	0.5	106	31	遇到就是缘分！……想做就做，不要做作！	770409	1
952	1.39	170	57	1	38	30	聊天的来，别的就免了，	123lonely	1
953	1.39	175	62	-1	593	25	啊 啊 啊	znhggbd	2
954	1.39	179	66	-1	6	23	"本人生活很高端，用的穿的都是奢侈品，不要随便打招呼发消息。
自以为是的不要逼我骂你
喜欢做直播的赶紧滚，老子不喜欢看你们这些屌丝死在这丢人显眼。"	BLACK-A	2
